1,1,0.40029,1,2,181.78,261,164.75,110.3
2,1,1.0003,2,1,176.56,258,160.01,109.04
3,2,1.0005,2,1,93,253,84.287,106.92
4,1,0.71706,1,2,124.33,246,112.68,103.96
5,1,0.58371,2,1,124.33,275,112.68,116.22
6,2,1.0004,2,1,98.222,241,89.02,101.85
7,1,0.9838,1,2,181.78,237,164.75,100.16
8,1,0.48363,1,2,171.33,236,155.28,99.738
9,1,0.76707,2,1,181.78,261,164.75,110.3
10,1,0.90044,1,2,160.89,254,145.81,107.35
11,2,1.0172,2,1,108.67,231,98.485,97.625
12,2,0.75041,2,1,124.33,238,112.68,100.58
13,1,0.80039,1,2,160.89,247,145.81,104.39
14,2,0.13357,2,1,134.78,259,122.15,109.46
15,2,0.46701,2,1,129.56,274,117.42,115.8
16,1,0.55032,2,1,119.11,229,107.95,96.78
17,2,0.48364,2,1,119.11,249,107.95,105.23
18,2,0.90045,2,1,176.56,250,160.01,105.65
19,2,0.41695,1,2,103.44,264,93.753,111.57
20,2,0.86705,1,2,140,269,126.88,113.68
21,2,0.55035,2,1,140,230,126.88,97.202
22,2,0.6337,2,1,129.56,227,117.42,95.934
23,2,0.76705,2,1,181.78,249,164.75,105.23
24,1,0.46708,2,1,176.56,248,160.01,104.81
25,2,0.36694,1,2,98.222,244,89.02,103.12
26,1,0.65035,2,1,160.89,256,145.81,108.19
27,1,0.40029,1,2,134.78,268,122.15,113.26
28,2,0.50031,2,1,113.89,262,103.22,110.73
29,2,0.58369,1,2,166.11,245,150.55,103.54
30,1,0.91709,2,1,145.22,263,131.62,111.15
31,1,0.45029,2,1,187,241,169.48,101.85
32,1,0.41699,1,2,113.89,242,103.22,102.27
33,2,0.45029,1,2,103.44,263,93.753,111.15
34,1,0.40021,1,2,155.67,235,141.08,99.315
35,1,0.41697,2,1,145.22,225,131.62,95.089
36,2,0.48364,2,1,108.67,236,98.485,99.738
37,1,0.48359,1,2,145.22,267,131.62,112.84
38,2,0.70036,1,2,140,262,126.88,110.73
39,2,0.70038,1,2,113.89,227,103.22,95.934
40,1,0.58369,1,2,171.33,273,155.28,115.37
41,1,0.76706,1,2,187,271,169.48,114.53
42,1,0.40027,2,1,150.44,251,136.35,106.08
43,2,0.55034,2,1,108.67,259,98.485,109.46
44,2,0.66705,1,2,98.222,272,89.02,114.95
45,1,0.73369,2,1,166.11,228,150.55,96.357
46,1,0.567,2,1,166.11,265,150.55,111.99
47,1,0.53365,2,1,171.33,266,155.28,112.42
48,2,0.53373,1,2,103.44,270,93.753,114.11
49,2,0.53373,2,1,119.11,260,107.95,109.88
50,1,0.45033,1,2,150.44,239,136.35,101.01
51,1,0.46699,1,2,134.78,239,122.15,101.01
52,2,0.40021,1,2,129.56,235,117.42,99.315
53,1,0.4669,1,2,171.33,246,155.28,103.96
54,2,0.4169,2,1,93,242,84.287,102.27
55,1,1.0005,1,2,150.44,264,136.35,111.57
56,2,0.53368,1,2,103.44,255,93.753,107.77
57,2,0.45031,2,1,134.78,243,122.15,102.7
58,1,0.4503,2,1,150.44,245,136.35,103.54
59,1,0.3503,1,2,140,240,126.88,101.43
60,1,1.0004,1,2,155.67,234,141.08,98.893
61,1,0.33363,2,1,166.11,233,150.55,98.47
62,1,0.56699,1,2,124.33,257,112.68,108.61
63,1,0.41698,2,1,145.22,252,131.62,106.5
64,1,0.43365,1,2,155.67,226,141.08,95.512
65,2,0.40034,1,2,98.222,266,89.02,112.42
66,1,0.41694,2,1,187,275,169.48,116.22
67,2,0.45025,2,1,93,233,84.287,98.47
68,1,0.78369,1,2,119.11,232,107.95,98.047
69,2,0.56701,1,2,113.89,253,103.22,106.92
70,1,0.50018,1,2,129.56,225,117.42,95.089
