22,65,59,25,32.5,76.7,1,0.70016,120
18,75,56,30,34.5,64.4,0,9.6217e-06,119
18,75,56,30,34.5,64.4,1,0.66689,119
19,75,59,25,17.5,41.3,2,0.51689,118
18,70,57,25,80.5,20.7,1,0.8503,117
20,75,57,35,97.5,26,2,1.0003,116
21,70,57,35,73.5,22.05,1,0.70028,115
19,70,57,25,49,13.3,1,0.88363,114
21,75,59,35,78.75,22.05,0,1.8923e-05,113
21,75,59,35,78.75,22.05,1,0.53353,113
19,75,56,35,63.75,16.15,3,0.51687,112
22,65,56,35,36.75,58.8,2,0.91697,111
18,65,55,25,26.25,57.75,1,0.54997,110
20,70,58,25,91,26,3,0.93363,109
20,75,59,30,31.5,61.95,1,0.55026,108
20,65,55,30,74.75,23,0,2.9186e-05,107
20,65,55,30,74.75,23,1,0.4002,107
20,75,58,30,52.5,14,1,0.63354,106
19,70,55,35,24.5,38.5,2,0.60025,105
20,70,56,35,91,26,2,0.98365,104
22,70,58,35,45.5,75.4,2,0.61689,103
18,75,55,35,52.5,12.6,1,0.73359,102
20,70,57,30,21,39.9,1,0.66693,101
21,65,55,35,33.25,52.25,1,0.58357,100
21,65,58,25,23.75,55.1,1,0.4833,99
21,75,58,35,29.75,49.3,2,0.65027,98
22,70,57,35,59.5,18.7,1,1.0004,97
21,65,57,30,45.5,14.7,0,2.5658e-06,96
21,65,57,30,45.5,14.7,2,0.48355,96
19,65,55,30,61.75,18.05,0,2.8865e-06,95
19,65,55,30,61.75,18.05,1,0.43329,95
19,65,55,25,32.5,71.5,1,0.81696,94
22,75,59,35,86.25,25.3,1,0.48354,93
19,75,57,30,34.5,65.55,2,0.71671,92
20,65,57,25,55.25,17,3,0.61692,91
19,70,56,30,34.5,64.4,3,0.65025,90
18,70,55,30,73.5,18.9,2,0.66691,89
21,70,59,25,32.5,76.7,1,0.55022,88
21,75,59,30,78.75,22.05,1,0.53353,87
18,65,55,25,26.25,57.75,0,2.8865e-06,86
18,65,55,25,26.25,57.75,1,0.46686,86
19,70,56,30,91,24.7,1,0.60023,85
18,75,58,25,97.5,23.4,1,0.95032,84
22,75,58,35,29.75,49.3,2,0.58358,83
21,70,59,25,21.25,50.15,2,0.71693,82
18,75,56,30,28.5,53.2,2,0.80031,81
21,65,58,25,32.5,75.4,1,0.71668,80
20,65,57,25,21.25,48.45,3,0.78362,79
18,70,56,25,28.75,64.4,1,0.68359,78
22,65,56,35,24.5,39.2,1,0.88368,77
19,70,55,35,73.5,19.95,2,0.51689,76
19,65,55,25,84.5,24.7,1,0.90032,75
22,65,59,25,21.25,50.15,2,0.81695,74
18,70,57,25,49,12.6,2,1.0003,73
22,70,59,30,25.5,50.15,0,2.5658e-06,72
22,70,59,30,25.5,50.15,1,0.51688,72
20,65,56,30,39,72.8,1,0.56689,71
22,70,58,35,73.5,23.1,1,0.70027,70
19,65,55,30,84.5,24.7,2,0.93367,69
20,70,56,35,80.5,23,1,0.66674,68
19,70,56,30,73.5,19.95,1,0.70027,67
21,70,58,30,28.5,55.1,1,0.85009,66
20,70,56,35,66.5,19,2,1.0003,65
18,75,55,35,45.5,71.5,1,0.60026,64
22,65,58,30,21,40.6,1,0.81697,63
18,70,56,25,49,12.6,2,0.61692,62
21,75,59,35,52.5,14.7,2,0.70027,61
18,70,55,30,21,38.5,1,0.80031,60
21,65,55,35,61.75,19.95,1,0.65025,59
20,75,58,30,25.5,49.3,1,0.86697,58
18,65,55,25,28.75,63.25,1,1.0003,57
19,70,57,25,17.5,39.9,1,0.66692,56
20,65,57,25,45.5,14,1,0.85032,55
22,70,57,35,45.5,74.1,1,0.55022,54
20,75,59,30,25.5,50.15,0,2.5659e-06,53
20,75,59,30,25.5,50.15,1,0.38329,53
19,65,56,25,28.75,64.4,0,2.8865e-06,52
19,65,56,25,28.75,64.4,1,0.71694,52
22,70,58,35,91,28.6,1,0.6667,51
21,75,59,35,36.75,61.95,1,0.66694,50
21,75,58,35,33.25,55.1,2,0.63364,49
20,70,58,25,26.25,60.9,1,0.917,48
21,70,58,30,59.5,17.85,1,0.60025,47
21,65,58,25,32.5,75.4,1,0.5,46
19,70,57,25,21.25,48.45,2,0.4669,45
19,75,59,25,63.75,16.15,0,2.8865e-06,44
19,75,59,25,63.75,16.15,1,0.9837,44
19,70,55,35,80.5,21.85,3,0.80029,43
20,75,57,35,36.75,59.85,1,0.49997,42
22,75,59,35,36.75,61.95,3,0.68361,41
18,75,58,25,71.25,17.1,1,0.71671,40
18,70,57,25,66.5,17.1,1,0.58357,39
22,65,59,25,28.75,67.85,3,0.58359,38
20,65,55,30,31.5,57.75,1,0.88365,37
18,70,55,30,28.5,52.25,2,0.66693,36
22,65,58,30,61.75,20.9,0,2.8865e-06,35
22,65,58,30,61.75,20.9,2,0.51689,35
21,65,57,30,21,39.9,1,0.66693,34
22,70,57,35,80.5,25.3,1,0.8503,33
21,65,55,35,74.75,24.15,1,0.46689,32
18,75,55,35,29.75,46.75,2,0.917,31
18,65,56,25,23.75,53.2,2,0.66693,30
20,70,58,25,59.5,17,2,0.68335,29
20,75,58,30,71.25,19,0,2.5658e-06,28
20,75,58,30,71.25,19,3,0.41686,28
20,70,57,30,80.5,23,2,0.83364,27
18,75,56,30,31.5,58.8,2,0.75028,26
21,75,58,35,63.75,17.85,2,0.38355,25
22,75,58,35,78.75,23.1,3,0.93373,24
21,75,59,30,34.5,67.85,3,0.967,23
19,75,59,25,23.75,56.05,2,0.66693,22
20,65,56,30,21,39.2,1,0.88365,21
22,70,59,30,21,41.3,2,0.85007,20
19,75,56,35,63.75,16.15,1,0.65026,19
19,75,57,30,71.25,18.05,0,2.8865e-06,18
