1,2,0.7169,2,3,1,131,27.5,260,65,124,29,4,1,1
2,1,0.66699,3,2,1,141,27.5,255,67.5,242,71,2,3,1
3,1,1.0004,3,1,2,126,22.5,245,62.5,132,21,3,3,1
4,1,0.63364,3,2,1,136,27.5,260,67.5,102,34,4,3,3
5,2,0.55034,1,3,2,126,27.5,260,62.5,132,26,3,3,1
6,1,0.65036,1,3,2,136,25,255,65,116,29,4,3,2
7,1,0.6003,3,2,1,141,25,255,67.5,106,31,4,3,3
8,2,1.0004,3,1,2,126,22.5,240,65,276,55,1,3,2
9,1,0.9171,1,3,2,141,22.5,245,67.5,148,21,3,3,1
10,1,0.55031,1,3,2,136,27.5,255,67.5,116,32,4,3,2
11,3,0.60034,1,2,3,121,25,240,65,252,62,1,1,1
12,2,0.98376,3,1,2,126,25,250,62.5,132,24,3,3,1
13,2,0.7837,3,1,2,121,25,245,62.5,103,29,4,3,2
14,1,0.40029,1,3,2,131,22.5,245,65,138,21,3,3,1
15,1,0.65034,2,3,1,121,27.5,240,67.5,151,21,3,3,3
16,2,0.65033,2,1,3,141,27.5,255,67.5,162,23,3,3,2
17,2,0.71702,3,2,1,121,25,240,65,91,31,4,3,3
18,3,0.98373,3,2,1,131,25,245,67.5,98,31,4,1,3
19,2,0.50031,3,1,2,136,22.5,250,65,188,81,2,1,3
20,2,0.48364,1,3,2,126,22.5,240,62.5,132,21,3,3,1
21,1,0.93373,2,3,1,141,22.5,255,65,134,24,4,3,1
22,2,0.95042,1,3,2,131,25,250,65,288,55,1,3,2
23,2,0.60034,1,2,3,141,25,250,67.5,213,78,2,1,2
24,3,0.18359,2,1,3,126,25,245,65,145,21,3,1,2
25,1,0.58369,1,3,2,131,25,255,62.5,293,53,1,3,2
26,1,0.56699,3,2,1,121,22.5,245,62.5,139,19,3,3,2
27,3,0.56699,1,2,3,136,27.5,260,65,129,29,4,2,1
28,2,0.83374,2,1,3,121,22.5,245,62.5,233,66,2,3,1
29,3,0.46695,3,2,1,126,27.5,260,62.5,325,47,1,1,3
30,1,0.40026,3,2,1,136,27.5,260,65,247,68,2,2,1
31,1,0.65039,3,1,2,141,25,260,65,120,29,4,2,2
32,1,0.38362,1,3,2,121,25,250,62.5,188,78,2,3,3
33,2,0.78372,1,2,3,136,25,260,62.5,273,59,1,3,1
34,1,0.73368,2,1,3,141,27.5,260,67.5,162,23,3,3,2
35,2,0.7837,2,3,1,121,27.5,255,62.5,151,21,3,3,3
36,1,0.68366,2,1,3,126,22.5,240,65,228,68,2,3,1
37,1,0.75036,3,2,1,126,27.5,250,65,145,23,3,3,2
38,1,0.53361,3,2,1,136,27.5,255,67.5,242,71,2,3,1
39,2,0.75039,1,2,3,136,22.5,255,62.5,129,24,4,3,1
40,1,1.0004,3,1,2,136,22.5,240,67.5,180,84,2,3,3
41,1,1.0004,3,2,1,126,22.5,245,62.5,306,47,1,3,3
42,1,0.51691,3,1,2,141,25,260,65,195,81,2,3,3
43,3,0.53359,3,1,2,131,27.5,260,65,138,26,3,2,1
44,1,0.70036,3,1,2,136,22.5,240,67.5,276,57,1,3,2
45,1,0.78373,1,2,3,136,25,255,65,129,26,4,3,1
46,2,0.73368,1,2,3,121,22.5,240,62.5,252,59,1,3,1
47,1,0.81703,2,3,1,136,27.5,260,67.5,170,21,3,3,3
48,2,0.93376,2,1,3,136,25,260,62.5,325,47,1,3,3
49,2,0.7837,2,1,3,141,22.5,260,62.5,106,28,4,3,3
50,1,1.0005,1,3,2,126,27.5,245,67.5,282,57,1,3,2
51,1,0.68369,1,2,3,121,22.5,240,62.5,204,72,2,3,2
52,1,0.65032,2,1,3,131,22.5,240,65,98,28,4,3,3
53,1,1.0004,2,3,1,121,25,250,62.5,263,59,1,3,1
54,1,0.81707,1,2,3,126,27.5,250,65,213,75,2,3,2
55,3,0.8004,3,2,1,141,25,250,67.5,313,51,1,2,3
56,2,0.71707,3,2,1,141,22.5,245,67.5,306,51,1,3,3
57,2,0.60033,2,3,1,141,25,255,67.5,268,64,1,3,1
58,2,0.85039,3,2,1,126,25,250,62.5,145,21,3,3,2
59,2,1.0004,1,3,2,131,27.5,250,67.5,188,84,2,1,3
60,1,0.56692,2,1,3,126,25,245,65,95,31,4,2,3
61,1,1.0004,3,1,2,136,25,250,67.5,143,24,3,3,1
62,3,0.71702,1,3,2,136,22.5,250,65,143,21,3,1,1
63,2,0.8837,3,1,2,131,25,250,65,288,55,1,3,2
64,2,0.80038,2,1,3,131,27.5,255,65,319,49,1,3,3
65,2,0.56697,1,2,3,141,22.5,260,62.5,273,59,1,3,1
66,2,0.56701,1,3,2,141,22.5,255,65,120,26,4,1,2
67,2,0.75037,1,2,3,131,27.5,255,65,164,21,3,3,3
68,2,0.73363,2,1,3,121,25,245,62.5,91,31,4,3,3
69,2,0.617,1,2,3,131,22.5,240,65,124,24,4,3,1
70,2,0.70031,1,2,3,121,27.5,240,67.5,151,21,3,3,3
71,2,0.85039,2,1,3,126,27.5,245,67.5,145,23,3,3,2
72,2,0.81705,1,3,2,131,25,255,62.5,111,29,4,3,2
73,1,0.5503,3,1,2,136,22.5,255,62.5,191,78,2,2,3
74,2,0.5336,2,3,1,136,25,250,67.5,213,78,2,3,2
75,2,0.55031,1,2,3,131,22.5,245,65,208,75,2,3,2
76,2,0.66699,2,3,1,131,22.5,250,62.5,263,59,1,3,1
77,3,0.7337,3,1,2,131,25,245,67.5,138,24,3,1,1
78,2,0.9504,3,1,2,121,27.5,245,65,103,32,4,3,2
79,2,0.71697,2,1,3,121,27.5,255,62.5,242,66,2,3,1
80,1,0.63368,2,3,1,126,25,240,67.5,120,26,4,3,1
81,1,0.55032,3,2,1,126,22.5,240,62.5,228,66,2,2,1
82,3,0.71701,1,3,2,131,27.5,250,67.5,288,57,1,1,2
83,3,0.88361,2,1,3,141,27.5,260,67.5,247,71,2,2,1
84,1,0.63365,2,1,3,131,22.5,250,62.5,313,47,1,3,3
85,1,0.53364,1,3,2,121,27.5,245,65,184,81,2,3,3
86,2,1.0004,3,1,2,126,25,240,67.5,107,29,4,3,2
87,1,0.86707,1,3,2,136,27.5,260,65,116,32,4,3,2
88,2,0.61696,3,1,2,126,22.5,240,65,180,81,2,3,3
89,1,0.45034,1,3,2,121,27.5,255,62.5,191,78,2,3,3
90,3,0.9504,2,3,1,121,25,245,62.5,151,19,3,1,3
91,1,0.80041,3,1,2,136,22.5,255,62.5,116,26,4,2,2
92,3,0.53367,3,1,2,131,25,245,67.5,282,57,1,2,2
93,2,0.83365,2,3,1,136,27.5,255,67.5,217,78,2,3,2
94,2,0.48363,2,3,1,131,27.5,250,67.5,213,78,2,3,2
95,1,0.80042,2,3,1,141,25,255,67.5,176,19,3,3,3
96,2,0.71702,3,2,1,126,27.5,260,62.5,247,66,2,3,1
97,1,0.70031,1,2,3,136,22.5,250,65,213,75,2,3,2
98,1,0.95039,2,3,1,141,22.5,255,65,268,62,1,3,1
99,1,0.81705,1,2,3,121,27.5,240,67.5,115,29,4,3,1
100,1,0.88381,1,3,2,141,25,250,67.5,288,57,1,3,2
101,2,0.80035,3,2,1,131,22.5,240,65,300,49,1,3,3
102,1,0.85034,2,1,3,141,27.5,260,67.5,325,51,1,3,3
103,2,1.0004,2,1,3,131,22.5,245,65,151,19,3,3,2
104,2,0.567,2,3,1,121,25,240,65,115,26,4,3,1
105,3,0.9171,3,2,1,136,25,255,65,156,21,3,2,2
106,3,0.63363,2,3,1,121,27.5,245,65,257,62,1,1,1
107,1,0.85034,1,2,3,126,25,245,65,257,62,1,3,1
108,3,0.63363,3,2,1,136,22.5,240,67.5,156,19,3,1,2
109,1,1.0004,1,3,2,126,27.5,245,67.5,184,84,2,3,3
110,2,0.8504,1,2,3,126,22.5,245,62.5,158,17,3,3,3
111,1,0.88373,2,1,3,136,27.5,260,67.5,102,34,4,3,3
112,2,0.81706,2,1,3,136,25,250,67.5,238,71,2,3,1
113,2,0.83372,1,2,3,121,22.5,240,62.5,151,17,3,3,3
114,3,0.96713,1,2,3,126,25,240,67.5,158,19,3,2,3
115,1,0.78368,2,3,1,121,25,250,62.5,115,26,4,3,1
116,1,0.8337,3,2,1,126,22.5,240,62.5,95,28,4,2,3
117,3,0.75034,2,1,3,141,22.5,245,67.5,306,51,1,1,3
118,1,1.0003,2,3,1,131,27.5,255,65,217,75,2,2,2
119,3,0.71696,3,1,2,121,22.5,245,62.5,282,53,1,2,2
120,1,0.56699,2,3,1,131,27.5,260,65,221,75,2,3,2
