129.56,225,1,0.50018
113.89,253,2,0.56701
119.11,232,1,0.78369
93,233,2,0.45025
187,275,1,0.41694
98.222,266,2,0.40034
155.67,226,1,0.43365
145.22,252,1,0.41698
124.33,257,1,0.56699
166.11,233,1,0.33363
155.67,234,1,1.0004
140,240,0,3.2072e-06
140,240,1,0.3503
150.44,245,1,0.4503
134.78,243,2,0.45031
103.44,255,2,0.53368
150.44,264,1,1.0005
93,242,2,0.4169
171.33,246,1,0.4669
129.56,235,2,0.40021
134.78,239,1,0.46699
150.44,239,1,0.45033
119.11,260,2,0.53373
103.44,270,2,0.53373
171.33,266,1,0.53365
166.11,265,1,0.567
166.11,228,1,0.73369
98.222,272,2,0.66705
108.67,259,2,0.55034
150.44,251,1,0.40027
187,271,1,0.76706
171.33,273,1,0.58369
113.89,227,2,0.70038
140,262,2,0.70036
145.22,267,1,0.48359
108.67,236,2,0.48364
145.22,225,1,0.41697
155.67,235,0,4.8109e-06
155.67,235,1,0.40021
103.44,263,2,0.45029
113.89,242,1,0.41699
187,241,1,0.45029
145.22,263,1,0.91709
166.11,245,2,0.58369
113.89,262,2,0.50031
134.78,268,1,0.40029
160.89,256,1,0.65035
98.222,244,2,0.36694
176.56,248,1,0.46708
181.78,249,2,0.76705
129.56,227,2,0.6337
140,230,2,0.55035
140,269,2,0.86705
103.44,264,2,0.41695
176.56,250,2,0.90045
119.11,249,2,0.48364
119.11,229,1,0.55032
129.56,274,2,0.46701
134.78,259,2,0.13357
160.89,247,1,0.80039
124.33,238,2,0.75041
108.67,231,2,1.0172
160.89,254,1,0.90044
181.78,261,1,0.76707
171.33,236,1,0.48363
181.78,237,1,0.9838
98.222,241,2,1.0004
124.33,275,1,0.58371
124.33,246,1,0.71706
93,253,2,1.0005
176.56,258,1,1.0003
181.78,261,0,2.7582e-05
181.78,261,1,0.40029
