35,2,0.51689,1,2,3,22,65,58,30,20.9,61.75,4,3,1
36,2,0.66693,2,1,3,18,70,55,30,52.25,28.5,2,3,1
37,1,0.88365,2,3,1,20,65,55,30,57.75,31.5,1,3,1
38,3,0.58359,3,1,2,22,65,59,25,67.85,28.75,1,1,2
39,1,0.58357,1,2,3,18,70,57,25,17.1,66.5,4,3,1
40,1,0.71671,2,3,1,18,75,58,25,17.1,71.25,4,3,1
41,3,0.68361,1,2,3,22,75,59,35,61.95,36.75,1,1,1
42,1,0.49997,2,3,1,20,75,57,35,59.85,36.75,1,3,1
43,3,0.80029,2,1,3,19,70,55,35,21.85,80.5,3,1,2
44,1,0.9837,3,1,2,19,75,59,25,16.15,63.75,4,3,2
45,2,0.4669,2,3,1,19,70,57,25,48.45,21.25,2,3,2
46,1,0.5,2,1,3,21,65,58,25,75.4,32.5,1,3,3
47,1,0.60025,1,3,2,21,70,58,30,17.85,59.5,4,3,2
48,1,0.917,1,2,3,20,70,58,25,60.9,26.25,1,3,1
49,2,0.63364,3,2,1,21,75,58,35,55.1,33.25,2,1,1
50,1,0.66694,1,2,3,21,75,59,35,61.95,36.75,1,3,1
51,1,0.6667,1,2,3,22,70,58,35,28.6,91,3,2,3
52,1,0.71694,1,3,2,19,65,56,25,64.4,28.75,1,3,2
53,1,0.38329,2,3,1,20,75,59,30,50.15,25.5,2,2,2
54,1,0.55022,3,2,1,22,70,57,35,74.1,45.5,1,2,3
55,1,0.85032,3,2,1,20,65,57,25,14,45.5,4,3,3
56,1,0.66692,3,1,2,19,70,57,25,39.9,17.5,2,2,3
57,1,1.0003,1,3,2,18,65,55,25,63.25,28.75,1,3,2
58,1,0.86697,1,2,3,20,75,58,30,49.3,25.5,2,3,2
59,1,0.65025,1,2,3,21,65,55,35,19.95,61.75,4,3,1
60,1,0.80031,3,1,2,18,70,55,30,38.5,21,2,3,3
61,2,0.70027,2,1,3,21,75,59,35,14.7,52.5,4,3,3
62,2,0.61692,3,2,1,18,70,56,25,12.6,49,4,1,3
63,1,0.81697,3,1,2,22,65,58,30,40.6,21,2,3,3
64,1,0.60026,3,2,1,18,75,55,35,71.5,45.5,1,2,3
65,2,1.0003,2,3,1,20,70,56,35,19,66.5,4,3,1
66,1,0.85009,2,1,3,21,70,58,30,55.1,28.5,2,3,1
67,1,0.70027,3,1,2,19,70,56,30,19.95,73.5,3,3,1
68,1,0.66674,3,2,1,20,70,56,35,23,80.5,3,3,2
69,2,0.93367,2,3,1,19,65,55,30,24.7,84.5,3,3,3
70,1,0.70027,1,3,2,22,70,58,35,23.1,73.5,3,3,1
71,1,0.56689,2,1,3,20,65,56,30,72.8,39,1,3,3
72,1,0.51688,2,3,1,22,70,59,30,50.15,25.5,2,3,2
73,2,1.0003,3,2,1,18,70,57,25,12.6,49,4,1,3
74,2,0.81695,2,3,1,22,65,59,25,50.15,21.25,2,3,2
75,1,0.90032,1,2,3,19,65,55,25,24.7,84.5,3,3,3
76,2,0.51689,3,1,2,19,70,55,35,19.95,73.5,3,1,1
77,1,0.88368,1,3,2,22,65,56,35,39.2,24.5,2,2,3
78,1,0.68359,3,1,2,18,70,56,25,64.4,28.75,1,3,2
79,3,0.78362,1,2,3,20,65,57,25,48.45,21.25,2,2,2
80,1,0.71668,3,2,1,21,65,58,25,75.4,32.5,1,3,3
81,2,0.80031,2,1,3,18,75,56,30,53.2,28.5,2,1,1
82,2,0.71693,2,3,1,21,70,59,25,50.15,21.25,2,3,2
83,2,0.58358,1,2,3,22,75,58,35,49.3,29.75,2,3,2
84,1,0.95032,2,3,1,18,75,58,25,23.4,97.5,3,3,3
85,1,0.60023,1,2,3,19,70,56,30,24.7,91,3,3,3
86,1,0.46686,2,3,1,18,65,55,25,57.75,26.25,1,3,1
87,1,0.53353,3,1,2,21,75,59,30,22.05,78.75,3,3,1
88,1,0.55022,2,1,3,21,70,59,25,76.7,32.5,1,3,3
89,2,0.66691,1,3,2,18,70,55,30,18.9,73.5,3,3,1
90,3,0.65025,1,3,2,19,70,56,30,64.4,34.5,1,1,2
91,3,0.61692,1,3,2,20,65,57,25,17,55.25,4,1,2
92,2,0.71671,3,1,2,19,75,57,30,65.55,34.5,1,3,2
93,1,0.48354,3,2,1,22,75,59,35,25.3,86.25,3,3,2
94,1,0.81696,3,2,1,19,65,55,25,71.5,32.5,1,3,3
95,1,0.43329,2,3,1,19,65,55,30,18.05,61.75,4,2,1
96,2,0.48355,2,1,3,21,65,57,30,14.7,45.5,4,3,3
97,1,1.0004,1,3,2,22,70,57,35,18.7,59.5,4,3,2
98,2,0.65027,1,2,3,21,75,58,35,49.3,29.75,2,3,2
99,1,0.4833,3,2,1,21,65,58,25,55.1,23.75,2,3,1
100,1,0.58357,3,2,1,21,65,55,35,52.25,33.25,2,2,1
101,1,0.66693,3,1,2,20,70,57,30,39.9,21,2,3,3
102,1,0.73359,2,1,3,18,75,55,35,12.6,52.5,4,3,3
103,2,0.61689,3,2,1,22,70,58,35,75.4,45.5,1,3,3
104,2,0.98365,2,3,1,20,70,56,35,26,91,3,3,3
105,2,0.60025,1,3,2,19,70,55,35,38.5,24.5,2,3,3
106,1,0.63354,3,2,1,20,75,58,30,14,52.5,4,3,3
107,1,0.4002,2,1,3,20,65,55,30,23,74.75,3,3,2
108,1,0.55026,1,2,3,20,75,59,30,61.95,31.5,1,3,1
109,3,0.93363,2,3,1,20,70,58,25,26,91,3,2,3
110,1,0.54997,1,2,3,18,65,55,25,57.75,26.25,1,3,1
111,2,0.91697,2,3,1,22,65,56,35,58.8,36.75,1,1,1
112,3,0.51687,3,1,2,19,75,56,35,16.15,63.75,4,1,2
113,1,0.53353,1,3,2,21,75,59,35,22.05,78.75,3,3,1
114,1,0.88363,2,1,3,19,70,57,25,13.3,49,4,2,3
115,1,0.70028,3,1,2,21,70,57,35,22.05,73.5,3,3,1
116,2,1.0003,2,3,1,20,75,57,35,26,97.5,3,3,3
117,1,0.8503,2,1,3,18,70,57,25,20.7,80.5,3,3,2
118,2,0.51689,3,1,2,19,75,59,25,41.3,17.5,2,1,3
119,1,0.66689,1,3,2,18,75,56,30,64.4,34.5,1,3,2
120,1,0.70016,2,1,3,22,65,59,25,76.7,32.5,1,3,3
