1,3,0.66695,2,1,3,21,70,57,35,74.1,45.5,1,2,3
2,2,0.63337,1,2,3,20,70,57,30,26,91,3,3,3
3,2,0.7336,1,3,2,21,70,59,25,22.05,73.5,3,3,1
4,2,0.68362,2,3,1,19,75,57,30,18.05,71.25,4,3,1
5,2,0.75031,3,2,1,22,65,56,35,15.4,45.5,4,3,3
6,1,0.60027,1,3,2,19,65,55,30,16.15,55.25,4,3,2
7,2,0.51692,3,1,2,21,75,59,30,17.85,63.75,4,3,2
8,2,0.63359,2,1,3,19,65,55,25,52.25,23.75,2,3,1
9,2,0.75029,3,1,2,20,75,59,30,67.85,34.5,1,3,2
10,2,0.66693,2,1,3,22,75,59,35,15.4,52.5,4,3,3
11,3,0.71694,3,2,1,21,70,57,35,24.15,80.5,3,1,2
12,2,0.70027,3,2,1,19,65,56,25,21.85,74.75,3,3,2
13,1,0.66692,2,3,1,21,65,57,30,19.95,61.75,4,3,1
14,3,0.75028,3,1,2,20,65,55,30,21,68.25,3,2,1
15,2,0.78337,1,2,3,19,75,56,35,24.7,97.5,3,3,3
16,1,0.81697,1,3,2,20,75,57,35,65.55,40.25,1,3,2
17,1,0.8834,3,2,1,18,65,56,25,53.2,23.75,2,3,1
18,1,0.50022,1,2,3,19,75,57,30,18.05,71.25,4,3,1
19,1,0.65026,3,1,2,19,75,56,35,16.15,63.75,4,3,2
20,2,0.85007,1,3,2,22,70,59,30,41.3,21,2,3,3
21,1,0.88365,1,3,2,20,65,56,30,39.2,21,2,3,3
22,2,0.66693,3,2,1,19,75,59,25,56.05,23.75,2,3,1
23,3,0.967,3,1,2,21,75,59,30,67.85,34.5,1,2,2
24,3,0.93373,1,3,2,22,75,58,35,23.1,78.75,3,2,1
25,2,0.38355,1,3,2,21,75,58,35,17.85,63.75,4,3,2
26,2,0.75028,2,3,1,18,75,56,30,58.8,31.5,1,3,1
27,2,0.83364,2,1,3,20,70,57,30,23,80.5,3,3,2
28,3,0.41686,1,2,3,20,75,58,30,19,71.25,4,1,1
29,2,0.68335,3,1,2,20,70,58,25,17,59.5,4,1,2
30,2,0.66693,2,1,3,18,65,56,25,53.2,23.75,2,3,1
31,2,0.917,1,2,3,18,75,55,35,46.75,29.75,2,3,2
32,1,0.46689,3,2,1,21,65,55,35,24.15,74.75,3,2,2
33,1,0.8503,2,1,3,22,70,57,35,25.3,80.5,3,3,2
34,1,0.66693,1,3,2,21,65,57,30,39.9,21,2,3,3
