22,73.75,2,0.6013
21,30,1,0.64973
18,39.375,1,0.78429
18,55,0,2.512e-05
18,55,2,0.46887
22,73.75,2,0.46883
19,67.5,2,0.45225
19,61.25,1,0.70235
18,67.5,2,0.48293
21,42.5,1,0.86875
22,80,2,0.43428
20,64.375,1,0.53299
22,76.875,2,0.91758
20,55,1,0.41888
20,39.375,1,0.44968
19,76.875,0,3.426e-06
19,76.875,2,0.50095
22,61.25,2,0.88302
22,64.375,2,1.0022
19,30,2,0.83434
18,30,0,3.39e-06
18,30,2,0.49976
20,55,2,0.53538
21,48.75,1,0.4997
21,51.875,2,0.51756
19,76.875,2,0.50093
18,36.25,2,0.56887
20,70.625,2,0.45102
21,80,2,0.61627
21,42.5,0,3.533e-06
21,42.5,1,0.81639
21,64.375,2,0.53425
21,30,1,1.003
19,58.125,2,0.43436
21,51.875,2,0.4676
20,61.25,2,0.4501
22,39.375,1,0.59367
20,36.25,1,0.56765
18,58.125,0,3.351e-06
18,58.125,2,0.51761
18,45.625,1,0.7837
20,70.625,2,0.48428
18,33.125,2,1.0022
22,51.875,2,1.0022
20,51.875,2,0.53433
20,45.625,1,0.61638
21,58.125,1,0.5176
19,39.375,1,0.65094
18,45.625,1,0.6676
20,73.75,2,0.51771
21,70.625,2,0.60114
22,64.375,2,0.61769
20,80,2,0.51893
22,33.125,1,0.50092
19,42.5,2,0.68578
19,33.125,1,0.61765
22,48.75,1,0.58563
19,80,2,0.55095
22,70.625,2,1.001
18,61.25,0,3.58e-06
18,61.25,2,0.63436
19,45.625,0,3.583e-06
19,45.625,2,0.68551
22,55,2,0.69968
18,67.5,2,0.48303
18,76.875,2,0.4688
20,48.75,2,0.91776
18,33.125,0,3.814e-06
18,33.125,1,0.93559
20,48.75,0,3.477e-06
20,48.75,2,0.73433
19,36.25,1,1.0009
21,36.25,1,0.96637
21,76.875,2,0.55082
18,73.75,2,0.40218
22,42.5,1,0.46772
21,58.125,2,0.53488
19,67.5,2,0.50101
19,39.375,2,0.8179
