120,25,240,67.5,204,78,0,7.1521e-05,120
120,25,240,67.5,204,78,1,0.58339,120
130,22.5,250,65,98,28,1,0.76895,119
135,22.5,245,67.5,233,71,2,0.83436,118
120,22.5,240,65,102,26,1,0.83475,117
120,22.5,245,62.5,150,17,0,3.7308e-05,116
120,22.5,245,62.5,150,17,2,1.0022,116
130,22.5,255,62.5,150,19,2,0.80101,115
120,27.5,260,62.5,102,32,1,0.96769,114
125,25,255,62.5,242,66,1,1.0063,113
135,25,250,67.5,263,64,1,0.70111,112
115,25,245,62.5,282,53,0,3.211e-06,111
115,25,245,62.5,282,53,2,0.81642,111
130,27.5,260,65,163,21,2,0.86681,110
125,22.5,245,65,131,21,3,0.81635,109
130,25,250,67.5,137,24,1,0.89975,108
120,22.5,240,62.5,126,21,2,0.78438,107
115,25,250,62.5,98,29,2,0.88429,106
130,25,260,62.5,195,78,0,3.323e-06,105
130,25,260,62.5,195,78,1,0.61767,105
115,22.5,245,62.5,306,47,2,0.93434,104
115,25,240,65,121,24,3,0.80096,103
125,25,250,65,106,29,1,0.60233,102
135,27.5,260,67.5,325,51,1,0.61683,101
135,27.5,255,67.5,191,84,0,3.356e-06,100
135,27.5,255,67.5,191,84,1,0.71637,100
135,22.5,255,65,242,68,1,0.70102,99
125,22.5,240,65,276,55,2,0.93431,98
130,27.5,255,67.5,124,29,1,0.71626,97
125,27.5,260,65,273,62,3,0.77605,96
125,27.5,250,67.5,288,57,1,0.733,95
135,25,255,67.5,293,57,1,0.84349,94
120,27.5,245,67.5,282,57,1,0.91633,93
130,25,255,65,217,75,1,0.95147,92
120,25,245,65,184,81,1,0.61894,91
120,27.5,250,65,313,49,3,0.78419,90
120,25,250,62.5,114,26,2,0.85095,89
135,25,260,65,169,19,1,0.71761,88
125,22.5,250,62.5,119,24,1,0.85019,87
125,22.5,240,65,180,81,1,0.91771,86
125,22.5,250,62.5,119,24,3,0.94969,85
130,27.5,255,67.5,124,29,1,0.78565,84
125,25,255,62.5,144,21,3,0.96897,83
130,25,250,67.5,150,21,1,0.81645,82
135,27.5,255,67.5,293,57,3,0.8902,81
120,22.5,245,62.5,208,72,2,0.75092,80
125,27.5,250,67.5,131,26,3,0.73307,79
125,25,245,67.5,144,21,3,0.76638,78
130,27.5,260,65,325,49,1,0.76771,77
115,22.5,240,62.5,180,78,2,0.74969,76
125,27.5,250,67.5,213,78,2,0.78289,75
135,22.5,245,67.5,282,57,2,1.0023,74
120,25,245,65,126,24,2,0.7522,73
120,25,245,65,90,31,1,0.85229,72
135,25,260,65,169,19,3,0.95093,71
120,22.5,240,62.5,228,66,2,0.86676,70
130,25,260,62.5,163,19,2,0.89974,69
120,25,250,62.5,238,66,1,1.002,68
115,27.5,245,65,257,62,2,0.85126,67
130,25,250,67.5,213,78,2,0.85077,66
125,25,245,67.5,156,19,0,3.008e-06,65
125,25,245,67.5,156,19,0,3.236e-06,65
125,25,245,67.5,156,19,2,1.001,65
115,25,245,62.5,282,53,2,0.85081,64
115,25,240,65,132,21,2,0.68427,63
120,27.5,245,67.5,257,64,1,0.90087,62
130,27.5,260,67.5,273,64,1,0.80092,61
115,25,250,62.5,132,21,2,0.63489,60
120,25,240,67.5,102,29,1,0.71761,59
125,22.5,250,62.5,94,28,1,0.68567,58
130,27.5,260,65,124,29,2,0.8023,57
125,22.5,245,65,257,62,3,0.73305,56
125,27.5,260,65,156,21,2,0.81776,55
125,22.5,240,65,156,17,2,0.81647,54
125,27.5,255,65,144,23,2,0.73358,53
130,25,260,62.5,98,31,2,0.78306,52
135,22.5,260,62.5,221,72,2,0.79969,51
115,25,240,65,180,81,2,0.71893,50
135,22.5,255,65,101,28,1,0.8162,49
135,25,255,67.5,115,29,1,0.76945,48
135,22.5,255,65,319,49,3,0.81765,47
130,27.5,255,67.5,98,34,1,0.79984,46
120,27.5,250,65,238,68,2,0.88429,45
115,22.5,240,62.5,144,17,2,1.0169,44
135,25,250,67.5,101,31,1,0.50152,43
125,25,250,65,144,21,3,0.76766,42
135,25,250,67.5,238,71,2,1.0237,41
120,27.5,260,62.5,221,72,2,0.85102,40
120,22.5,240,62.5,114,24,0,3.285e-06,39
