21,70,46,35,73.5,22.05,2,0.93548,120
18,75,45,30,34.5,51.75,2,0.85202,119
21,65,46,30,45.5,14.7,0,1.4583e-05,118
21,65,46,30,45.5,14.7,1,0.93295,118
21,70,48,25,66.5,19.95,2,0.83434,117
22,65,45,35,74.75,25.3,0,3.486e-06,116
22,65,45,35,74.75,25.3,1,0.88422,116
19,65,44,25,55.25,16.15,2,0.95093,115
21,65,47,25,23.75,44.65,2,0.73425,114
22,70,46,35,66.5,20.9,1,0.86634,113
20,75,46,35,71.25,19,1,0.86886,112
19,70,46,25,23.75,43.7,2,0.68475,111
21,75,47,35,97.5,27.3,2,0.90084,110
20,70,46,30,39,59.8,2,0.86768,109
22,70,47,35,80.5,25.3,2,0.74989,108
19,65,45,25,28.75,51.75,2,0.83551,107
18,70,45,25,80.5,20.7,3,0.90218,106
19,75,48,25,21.25,40.8,2,0.98423,105
22,65,47,30,21,32.9,1,0.81755,104
18,75,44,35,78.75,18.9,2,0.88551,103
22,65,48,25,55.25,18.7,1,0.95088,102
22,75,48,35,45.5,62.4,2,0.99975,101
18,65,44,25,84.5,23.4,0,3.259e-06,100
18,65,44,25,84.5,23.4,2,1.0023,100
19,75,45,35,40.25,51.75,3,0.88296,99
22,70,48,30,31.5,50.4,0,3.236e-06,98
22,70,48,30,31.5,50.4,2,0.86757,98
21,75,48,35,40.25,55.2,0,3.297e-06,97
21,75,48,35,40.25,55.2,2,0.93432,97
21,65,44,35,45.5,14.7,0,3.182e-06,96
21,65,44,35,45.5,14.7,2,0.56641,96
20,75,47,30,97.5,26,0,3.237e-06,95
20,75,47,30,97.5,26,2,0.55092,95
19,70,45,30,91,24.7,0,3.536e-06,94
19,70,45,30,91,24.7,2,0.80107,94
21,70,47,30,80.5,24.15,2,0.90093,93
19,70,44,35,49,13.3,0,4.4551e-05,92
19,70,44,35,49,13.3,1,0.77668,92
20,70,47,25,73.5,21,2,0.96764,91
18,70,46,25,23.75,43.7,0,3.437e-06,90
18,70,46,25,23.75,43.7,2,1.0011,90
20,65,45,30,68.25,21,2,1.0023,89
20,70,45,35,45.5,58.5,3,1.0177,88
18,70,44,30,59.5,15.3,2,1.0023,87
19,65,44,30,25.5,37.4,2,0.74016,86
21,70,46,35,24.5,32.2,2,0.81624,85
20,75,47,30,39,61.1,3,0.83437,84
18,65,44,25,61.75,17.1,1,0.69972,83
20,75,47,30,25.5,39.95,0,3.067e-06,82
20,75,47,30,25.5,39.95,1,0.76616,82
21,75,47,35,45.5,61.1,1,0.80092,81
