1,1,0.61682,2,1,3,115,27.5,255,62.5,319,47,1,3,3
2,2,0.88391,3,2,1,120,25,240,67.5,300,51,1,3,3
3,1,0.86768,2,1,3,115,27.5,255,62.5,319,47,1,3,3
4,1,1.0022,2,1,3,130,25,255,65,319,49,1,3,3
5,2,0.91767,3,2,1,120,22.5,240,65,138,19,3,3,2
6,1,1.001,2,1,3,130,22.5,240,67.5,150,19,3,3,2
7,1,0.31631,2,3,1,135,25,260,65,128,26,4,3,1
8,2,0.80024,1,2,3,115,22.5,245,62.5,257,59,1,3,1
9,2,1.0019,3,2,1,125,25,255,62.5,94,31,4,3,3
10,1,0.86634,3,1,2,125,25,250,65,106,29,4,2,2
11,1,0.71713,3,1,2,130,25,255,65,137,24,3,3,1
12,1,0.71767,3,1,2,125,22.5,245,65,131,21,3,3,1
13,2,0.78541,3,2,1,130,22.5,250,65,238,68,2,3,1
14,2,0.71911,3,1,2,120,25,250,62.5,188,78,2,3,3
15,1,1.0039,1,2,3,115,27.5,240,67.5,252,64,1,3,1
16,3,0.83437,3,1,2,115,27.5,245,65,282,55,1,1,2
17,1,0.73467,2,1,3,120,22.5,240,65,90,28,4,3,3
18,1,0.8343,2,3,1,130,22.5,250,65,263,62,1,3,1
19,3,0.81769,3,2,1,135,27.5,260,67.5,325,51,1,1,3
20,2,1.0022,3,2,1,130,22.5,240,67.5,228,71,2,3,1
21,1,0.61887,2,3,1,125,27.5,260,65,221,75,2,3,2
22,1,0.85106,1,3,2,135,27.5,260,67.5,299,57,1,3,2
23,1,0.56632,2,3,1,120,27.5,245,67.5,257,64,1,3,1
24,2,0.66728,1,3,2,130,22.5,255,62.5,137,21,3,3,1
25,2,0.73561,1,3,2,120,27.5,250,65,102,32,4,3,2
26,1,0.8164,1,2,3,135,27.5,255,67.5,217,78,2,3,2
27,1,0.63558,1,2,3,125,27.5,255,65,217,75,2,3,2
28,2,0.80103,3,1,2,115,22.5,245,62.5,98,26,4,3,2
29,1,0.99709,1,3,2,115,25,245,62.5,98,29,4,3,2
30,2,0.65817,3,1,2,135,25,255,67.5,191,84,2,1,3
31,3,0.58565,1,2,3,130,22.5,255,62.5,163,17,3,1,3
32,2,0.73308,2,3,1,115,25,250,62.5,109,26,4,3,1
33,1,0.91771,1,2,3,135,22.5,260,62.5,128,24,4,3,1
34,1,0.71767,1,3,2,115,27.5,240,67.5,180,84,2,3,3
35,2,0.69974,1,3,2,120,27.5,260,62.5,126,26,3,3,1
36,2,0.60101,2,1,3,120,22.5,245,62.5,233,66,2,1,1
37,1,0.93289,1,3,2,130,27.5,260,67.5,195,84,2,2,3
38,2,0.73434,3,2,1,135,22.5,245,67.5,101,28,4,3,3
39,2,0.50103,2,3,1,120,22.5,240,62.5,114,24,4,3,1
40,2,0.85102,2,3,1,120,27.5,260,62.5,221,72,2,3,2
41,2,1.0237,3,2,1,135,25,250,67.5,238,71,2,3,1
42,3,0.76766,3,2,1,125,25,250,65,144,21,3,1,2
43,1,0.50152,2,1,3,135,25,250,67.5,101,31,4,3,3
44,2,1.0169,2,3,1,115,22.5,240,62.5,144,17,3,3,3
45,2,0.88429,2,1,3,120,27.5,250,65,238,68,2,3,1
46,1,0.79984,2,1,3,130,27.5,255,67.5,98,34,4,2,3
47,3,0.81765,3,2,1,135,22.5,255,65,319,49,1,1,3
48,1,0.76945,1,3,2,135,25,255,67.5,115,29,4,3,2
49,1,0.8162,2,1,3,135,22.5,255,65,101,28,4,3,3
50,2,0.71893,1,3,2,115,25,240,65,180,81,2,3,3
51,2,0.79969,2,3,1,135,22.5,260,62.5,221,72,2,1,2
52,2,0.78306,3,2,1,130,25,260,62.5,98,31,4,1,3
53,2,0.73358,3,2,1,125,27.5,255,65,144,23,3,3,2
54,2,0.81647,1,2,3,125,22.5,240,65,156,17,3,3,3
55,2,0.81776,1,2,3,125,27.5,260,65,156,21,3,3,3
56,3,0.73305,1,2,3,125,22.5,245,65,257,62,1,2,1
57,2,0.8023,2,3,1,130,27.5,260,65,124,29,4,3,1
58,1,0.68567,3,2,1,125,22.5,250,62.5,94,28,4,3,3
59,1,0.71761,3,1,2,120,25,240,67.5,102,29,4,3,2
60,2,0.63489,2,1,3,115,25,250,62.5,132,21,3,3,2
61,1,0.80092,1,2,3,130,27.5,260,67.5,273,64,1,3,1
62,1,0.90087,2,3,1,120,27.5,245,67.5,257,64,1,3,1
63,2,0.68427,2,1,3,115,25,240,65,132,21,3,3,2
64,2,0.85081,1,3,2,115,25,245,62.5,282,53,1,3,2
65,2,1.001,1,2,3,125,25,245,67.5,156,19,3,3,3
66,2,0.85077,1,2,3,130,25,250,67.5,213,78,2,3,2
67,2,0.85126,1,2,3,115,27.5,245,65,257,62,1,3,1
68,1,1.002,3,2,1,120,25,250,62.5,238,66,2,2,1
69,2,0.89974,2,3,1,130,25,260,62.5,163,19,3,3,3
70,2,0.86676,2,1,3,120,22.5,240,62.5,228,66,2,3,1
71,3,0.95093,2,3,1,135,25,260,65,169,19,3,1,3
72,1,0.85229,2,1,3,120,25,245,65,90,31,4,3,3
73,2,0.7522,1,3,2,120,25,245,65,126,24,3,3,1
74,2,1.0023,3,1,2,135,22.5,245,67.5,282,57,1,1,2
75,2,0.78289,1,2,3,125,27.5,250,67.5,213,78,2,3,2
76,2,0.74969,3,1,2,115,22.5,240,62.5,180,78,2,1,3
77,1,0.76771,3,2,1,130,27.5,260,65,325,49,1,3,3
78,3,0.76638,2,1,3,125,25,245,67.5,144,21,3,1,2
