1,2,0.63413,1,2,129.56,240,117.42,101.43
2,1,0.59968,1,2,187,267,169.48,112.84
3,1,0.71756,1,2,176.56,249,160.01,105.23
4,1,0.80099,1,2,108.67,235,98.485,99.315
5,1,0.7843,1,2,129.56,242,117.42,102.27
6,2,0.54963,1,2,119.11,265,107.95,111.99
7,2,0.61888,1,2,113.89,236,103.22,99.738
8,1,0.53564,1,2,181.78,259,164.75,109.46
9,1,0.48428,1,2,134.78,246,122.15,103.96
10,1,0.61638,2,1,140,238,126.88,100.58
11,1,0.94997,1,2,155.67,268,141.08,113.26
12,1,0.51813,1,2,140,257,126.88,108.61
13,1,0.50107,2,1,129.56,241,117.42,101.85
14,2,0.55099,1,2,98.222,252,89.02,106.5
15,2,0.53432,2,1,98.222,225,89.02,95.089
16,1,0.45096,2,1,166.11,229,150.55,96.78
17,1,0.98428,2,1,113.89,247,103.22,104.39
18,2,0.48535,2,1,93,226,84.287,95.512
19,1,0.43463,1,2,181.78,271,164.75,114.53
20,1,0.4666,1,2,160.89,253,145.81,106.92
21,2,0.51844,1,2,103.44,248,93.753,104.81
22,1,0.68428,2,1,124.33,229,112.68,96.78
23,1,0.68197,2,1,155.67,273,141.08,115.37
24,2,0.51681,1,2,103.44,254,93.753,107.35
25,2,0.70331,2,1,119.11,269,107.95,113.68
26,1,0.4856,2,1,160.89,269,145.81,113.68
27,2,0.59859,1,2,108.67,254,98.485,107.35
28,2,0.51972,2,1,119.11,268,107.95,113.26
29,1,0.46624,2,1,155.67,243,141.08,102.7
30,1,0.53437,2,1,150.44,238,136.35,100.58
31,1,0.70092,2,1,166.11,264,150.55,111.57
32,1,0.48297,2,1,145.22,232,131.62,98.047
33,2,0.70092,2,1,108.67,259,98.485,109.46
34,1,0.61814,2,1,155.67,233,141.08,98.47
35,2,0.51766,1,2,93,250,84.287,105.65
36,2,0.68434,2,1,134.78,261,122.15,110.3
37,1,0.43442,1,2,113.89,237,103.22,100.16
38,1,0.4855,2,1,166.11,260,150.55,109.88
39,1,0.552,1,2,187,245,169.48,103.54
40,1,0.53562,1,2,187,270,169.48,114.11
41,1,0.66895,1,2,129.56,225,117.42,95.089
42,2,0.49965,2,1,93,267,84.287,112.84
43,1,0.63421,2,1,140,239,126.88,101.01
44,2,0.55056,2,1,103.44,226,93.753,95.512
45,1,1.001,1,2,150.44,262,136.35,110.73
46,1,0.81673,2,1,124.33,230,112.68,97.202
47,1,0.46769,1,2,181.78,251,164.75,106.08
48,2,0.46794,2,1,103.44,234,93.753,98.893
49,1,0.70099,1,2,166.11,227,150.55,95.934
50,2,0.5843,2,1,98.222,258,89.02,109.04
51,1,0.54965,1,2,145.22,232,131.62,98.047
52,1,0.63307,1,2,150.44,272,136.35,114.95
53,2,0.51776,2,1,108.67,256,98.485,108.19
54,1,0.58562,1,2,160.89,275,145.81,116.22
55,1,0.58547,1,2,134.78,246,122.15,103.96
56,2,0.86769,2,1,124.33,266,112.68,112.42
57,1,0.58298,1,2,171.33,244,155.28,103.12
58,1,0.60089,2,1,176.56,237,160.01,100.16
59,1,0.43294,1,2,171.33,234,155.28,98.893
60,1,0.46782,2,1,140,241,126.88,101.85
61,2,0.66774,2,1,145.22,231,131.62,97.625
62,1,0.48316,1,2,176.56,255,160.01,107.77
63,1,0.60114,1,2,113.89,265,103.22,111.99
64,2,0.50247,2,1,93,235,84.287,99.315
65,1,0.61639,2,1,171.33,258,155.28,109.04
66,2,0.49973,2,1,124.33,274,112.68,115.8
67,1,0.46876,1,2,181.78,228,164.75,96.357
68,1,0.83441,2,1,160.89,263,145.81,111.15
69,2,0.46691,1,2,134.78,252,122.15,106.5
70,1,0.46755,2,1,176.56,248,160.01,104.81
