1,2,0.8179,1,2,19,39.375
2,2,0.50101,2,1,19,67.5
3,2,0.53488,1,2,21,58.125
4,1,0.46772,1,2,22,42.5
5,2,0.40218,1,2,18,73.75
6,2,0.55082,2,1,21,76.875
7,1,0.96637,1,2,21,36.25
8,1,1.0009,1,2,19,36.25
9,2,0.73433,2,1,20,48.75
10,1,0.93559,2,1,18,33.125
11,2,0.91776,2,1,20,48.75
12,2,0.4688,2,1,18,76.875
13,2,0.48303,1,2,18,67.5
14,2,0.69968,1,2,22,55
15,2,0.68551,2,1,19,45.625
16,2,0.63436,2,1,18,61.25
17,2,1.001,1,2,22,70.625
18,2,0.55095,2,1,19,80
19,1,0.58563,2,1,22,48.75
20,1,0.61765,2,1,19,33.125
21,2,0.68578,1,2,19,42.5
22,1,0.50092,1,2,22,33.125
23,2,0.51893,1,2,20,80
24,2,0.61769,2,1,22,64.375
25,2,0.60114,2,1,21,70.625
26,2,0.51771,2,1,20,73.75
27,1,0.6676,2,1,18,45.625
28,1,0.65094,2,1,19,39.375
29,1,0.5176,2,1,21,58.125
30,1,0.61638,2,1,20,45.625
31,2,0.53433,2,1,20,51.875
32,2,1.0022,1,2,22,51.875
33,2,1.0022,2,1,18,33.125
34,2,0.48428,2,1,20,70.625
35,1,0.7837,1,2,18,45.625
36,2,0.51761,2,1,18,58.125
37,1,0.56765,2,1,20,36.25
38,1,0.59367,2,1,22,39.375
39,2,0.4501,1,2,20,61.25
40,2,0.4676,1,2,21,51.875
41,2,0.43436,1,2,19,58.125
42,1,1.003,2,1,21,30
43,2,0.53425,1,2,21,64.375
44,1,0.81639,2,1,21,42.5
45,2,0.61627,1,2,21,80
46,2,0.45102,1,2,20,70.625
47,2,0.56887,1,2,18,36.25
48,2,0.50093,1,2,19,76.875
49,2,0.51756,1,2,21,51.875
50,1,0.4997,1,2,21,48.75
51,2,0.53538,1,2,20,55
52,2,0.49976,1,2,18,30
53,2,0.83434,2,1,19,30
54,2,1.0022,2,1,22,64.375
55,2,0.88302,1,2,22,61.25
56,2,0.50095,1,2,19,76.875
57,1,0.44968,1,2,20,39.375
58,1,0.41888,2,1,20,55
59,2,0.91758,1,2,22,76.875
60,1,0.53299,2,1,20,64.375
61,2,0.43428,2,1,22,80
62,1,0.86875,2,1,21,42.5
63,2,0.48293,2,1,18,67.5
64,1,0.70235,1,2,19,61.25
65,2,0.45225,2,1,19,67.5
66,2,0.46883,1,2,22,73.75
67,2,0.46887,2,1,18,55
68,1,0.78429,1,2,18,39.375
69,1,0.64973,1,2,21,30
70,2,0.6013,1,2,22,73.75
